,timepoint,cloudcover,highcloud,midcloud,lowcloud,rh_profile,wind_profile,temp2m,lifted_index,rh2m,msl_pressure,prec_type,prec_amount,snow_depth,wind10m.direction,wind10m.speed,country
12,39,8,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 4}, {'layer': '900mb', 'rh': 5}, {'layer': '850mb', 'rh': 7}, {'layer': '800mb', 'rh': 8}, {'layer': '750mb', 'rh': 11}, {'layer': '700mb', 'rh': 13}, {'layer': '650mb', 'rh': 13}, {'layer': '600mb', 'rh': 12}, {'layer': '550mb', 'rh': 12}, {'layer': '500mb', 'rh': 9}, {'layer': '450mb', 'rh': 2}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': -4}, {'layer': '300mb', 'rh': -4}, {'layer': '250mb', 'rh': -4}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': 90, 'speed': 3}, {'layer': '900mb', 'direction': 100, 'speed': 3}, {'layer': '850mb', 'direction': 120, 'speed': 3}, {'layer': '800mb', 'direction': 130, 'speed': 2}, {'layer': '750mb', 'direction': 145, 'speed': 2}, {'layer': '700mb', 'direction': 185, 'speed': 2}, {'layer': '650mb', 'direction': 255, 'speed': 2}, {'layer': '600mb', 'direction': 270, 'speed': 3}, {'layer': '550mb', 'direction': 295, 'speed': 3}, {'layer': '500mb', 'direction': 290, 'speed': 3}, {'layer': '450mb', 'direction': 260, 'speed': 3}, {'layer': '400mb', 'direction': 255, 'speed': 5}, {'layer': '350mb', 'direction': 265, 'speed': 5}, {'layer': '300mb', 'direction': 255, 'speed': 5}, {'layer': '250mb', 'direction': 245, 'speed': 5}, {'layer': '200mb', 'direction': 265, 'speed': 5}]",32,-1,5,1005,rain,2,0,55,3,Australia
13,42,7,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 5}, {'layer': '900mb', 'rh': 7}, {'layer': '850mb', 'rh': 8}, {'layer': '800mb', 'rh': 9}, {'layer': '750mb', 'rh': 11}, {'layer': '700mb', 'rh': 12}, {'layer': '650mb', 'rh': 13}, {'layer': '600mb', 'rh': 13}, {'layer': '550mb', 'rh': 13}, {'layer': '500mb', 'rh': 8}, {'layer': '450mb', 'rh': 3}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': -4}, {'layer': '300mb', 'rh': -4}, {'layer': '250mb', 'rh': -4}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': 40, 'speed': 4}, {'layer': '900mb', 'direction': 60, 'speed': 3}, {'layer': '850mb', 'direction': 90, 'speed': 3}, {'layer': '800mb', 'direction': 105, 'speed': 3}, {'layer': '750mb', 'direction': 125, 'speed': 3}, {'layer': '700mb', 'direction': 175, 'speed': 2}, {'layer': '650mb', 'direction': 210, 'speed': 3}, {'layer': '600mb', 'direction': 245, 'speed': 3}, {'layer': '550mb', 'direction': 270, 'speed': 3}, {'layer': '500mb', 'direction': 285, 'speed': 3}, {'layer': '450mb', 'direction': 275, 'speed': 3}, {'layer': '400mb', 'direction': 245, 'speed': 5}, {'layer': '350mb', 'direction': 255, 'speed': 5}, {'layer': '300mb', 'direction': 250, 'speed': 6}, {'layer': '250mb', 'direction': 245, 'speed': 6}, {'layer': '200mb', 'direction': 280, 'speed': 5}]",28,-1,7,1005,rain,3,0,35,2,Australia
14,45,6,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 7}, {'layer': '900mb', 'rh': 6}, {'layer': '850mb', 'rh': 7}, {'layer': '800mb', 'rh': 10}, {'layer': '750mb', 'rh': 10}, {'layer': '700mb', 'rh': 11}, {'layer': '650mb', 'rh': 12}, {'layer': '600mb', 'rh': 13}, {'layer': '550mb', 'rh': 15}, {'layer': '500mb', 'rh': 15}, {'layer': '450mb', 'rh': 12}, {'layer': '400mb', 'rh': 1}, {'layer': '350mb', 'rh': -4}, {'layer': '300mb', 'rh': -4}, {'layer': '250mb', 'rh': -4}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': 5, 'speed': 3}, {'layer': '900mb', 'direction': 25, 'speed': 3}, {'layer': '850mb', 'direction': 70, 'speed': 3}, {'layer': '800mb', 'direction': 100, 'speed': 3}, {'layer': '750mb', 'direction': 110, 'speed': 3}, {'layer': '700mb', 'direction': 135, 'speed': 3}, {'layer': '650mb', 'direction': 170, 'speed': 3}, {'layer': '600mb', 'direction': 195, 'speed': 3}, {'layer': '550mb', 'direction': 225, 'speed': 3}, {'layer': '500mb', 'direction': 255, 'speed': 3}, {'layer': '450mb', 'direction': 255, 'speed': 3}, {'layer': '400mb', 'direction': 255, 'speed': 5}, {'layer': '350mb', 'direction': 250, 'speed': 6}, {'layer': '300mb', 'direction': 255, 'speed': 6}, {'layer': '250mb', 'direction': 265, 'speed': 6}, {'layer': '200mb', 'direction': 275, 'speed': 5}]",28,-4,8,1007,rain,3,0,5,2,Australia
15,48,6,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 6}, {'layer': '900mb', 'rh': 5}, {'layer': '850mb', 'rh': 7}, {'layer': '800mb', 'rh': 9}, {'layer': '750mb', 'rh': 8}, {'layer': '700mb', 'rh': 8}, {'layer': '650mb', 'rh': 10}, {'layer': '600mb', 'rh': 10}, {'layer': '550mb', 'rh': 13}, {'layer': '500mb', 'rh': 10}, {'layer': '450mb', 'rh': 6}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': -4}, {'layer': '300mb', 'rh': -4}, {'layer': '250mb', 'rh': -4}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': 315, 'speed': 2}, {'layer': '900mb', 'direction': 55, 'speed': 2}, {'layer': '850mb', 'direction': 90, 'speed': 3}, {'layer': '800mb', 'direction': 85, 'speed': 3}, {'layer': '750mb', 'direction': 100, 'speed': 3}, {'layer': '700mb', 'direction': 120, 'speed': 3}, {'layer': '650mb', 'direction': 150, 'speed': 3}, {'layer': '600mb', 'direction': 180, 'speed': 2}, {'layer': '550mb', 'direction': 220, 'speed': 2}, {'layer': '500mb', 'direction': 255, 'speed': 3}, {'layer': '450mb', 'direction': 265, 'speed': 3}, {'layer': '400mb', 'direction': 260, 'speed': 5}, {'layer': '350mb', 'direction': 250, 'speed': 6}, {'layer': '300mb', 'direction': 255, 'speed': 6}, {'layer': '250mb', 'direction': 265, 'speed': 6}, {'layer': '200mb', 'direction': 260, 'speed': 6}]",32,-6,5,1007,rain,3,0,350,2,Australia
16,51,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 3}, {'layer': '900mb', 'rh': 5}, {'layer': '850mb', 'rh': 8}, {'layer': '800mb', 'rh': 11}, {'layer': '750mb', 'rh': 12}, {'layer': '700mb', 'rh': 7}, {'layer': '650mb', 'rh': 9}, {'layer': '600mb', 'rh': 9}, {'layer': '550mb', 'rh': 12}, {'layer': '500mb', 'rh': 12}, {'layer': '450mb', 'rh': 1}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': -4}, {'layer': '300mb', 'rh': -4}, {'layer': '250mb', 'rh': -4}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': 95, 'speed': 2}, {'layer': '900mb', 'direction': 95, 'speed': 2}, {'layer': '850mb', 'direction': 100, 'speed': 2}, {'layer': '800mb', 'direction': 100, 'speed': 3}, {'layer': '750mb', 'direction': 105, 'speed': 3}, {'layer': '700mb', 'direction': 115, 'speed': 3}, {'layer': '650mb', 'direction': 150, 'speed': 2}, {'layer': '600mb', 'direction': 190, 'speed': 2}, {'layer': '550mb', 'direction': 205, 'speed': 2}, {'layer': '500mb', 'direction': 275, 'speed': 3}, {'layer': '450mb', 'direction': 290, 'speed': 3}, {'layer': '400mb', 'direction': 265, 'speed': 5}, {'layer': '350mb', 'direction': 255, 'speed': 6}, {'layer': '300mb', 'direction': 250, 'speed': 6}, {'layer': '250mb', 'direction': 260, 'speed': 6}, {'layer': '200mb', 'direction': 260, 'speed': 6}]",36,-4,2,1006,none,3,0,85,2,Australia
17,54,2,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 1}, {'layer': '900mb', 'rh': 3}, {'layer': '850mb', 'rh': 4}, {'layer': '800mb', 'rh': 7}, {'layer': '750mb', 'rh': 10}, {'layer': '700mb', 'rh': 14}, {'layer': '650mb', 'rh': 14}, {'layer': '600mb', 'rh': 8}, {'layer': '550mb', 'rh': 9}, {'layer': '500mb', 'rh': 12}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -4}, {'layer': '350mb', 'rh': -4}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -3}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': 105, 'speed': 3}, {'layer': '900mb', 'direction': 115, 'speed': 3}, {'layer': '850mb', 'direction': 120, 'speed': 3}, {'layer': '800mb', 'direction': 130, 'speed': 3}, {'layer': '750mb', 'direction': 135, 'speed': 2}, {'layer': '700mb', 'direction': 145, 'speed': 2}, {'layer': '650mb', 'direction': 140, 'speed': 2}, {'layer': '600mb', 'direction': 170, 'speed': 2}, {'layer': '550mb', 'direction': 185, 'speed': 2}, {'layer': '500mb', 'direction': 290, 'speed': 3}, {'layer': '450mb', 'direction': 270, 'speed': 4}, {'layer': '400mb', 'direction': 265, 'speed': 5}, {'layer': '350mb', 'direction': 255, 'speed': 6}, {'layer': '300mb', 'direction': 250, 'speed': 6}, {'layer': '250mb', 'direction': 255, 'speed': 6}, {'layer': '200mb', 'direction': 255, 'speed': 6}]",38,-4,1,1003,none,3,0,110,3,Australia
18,57,4,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 3}, {'layer': '900mb', 'rh': 3}, {'layer': '850mb', 'rh': 4}, {'layer': '800mb', 'rh': 6}, {'layer': '750mb', 'rh': 9}, {'layer': '700mb', 'rh': 12}, {'layer': '650mb', 'rh': 10}, {'layer': '600mb', 'rh': 9}, {'layer': '550mb', 'rh': 11}, {'layer': '500mb', 'rh': 9}, {'layer': '450mb', 'rh': 0}, {'layer': '400mb', 'rh': -1}, {'layer': '350mb', 'rh': -4}, {'layer': '300mb', 'rh': -4}, {'layer': '250mb', 'rh': -4}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': 160, 'speed': 4}, {'layer': '900mb', 'direction': 155, 'speed': 3}, {'layer': '850mb', 'direction': 135, 'speed': 3}, {'layer': '800mb', 'direction': 125, 'speed': 3}, {'layer': '750mb', 'direction': 120, 'speed': 2}, {'layer': '700mb', 'direction': 145, 'speed': 2}, {'layer': '650mb', 'direction': 205, 'speed': 2}, {'layer': '600mb', 'direction': 205, 'speed': 3}, {'layer': '550mb', 'direction': 230, 'speed': 3}, {'layer': '500mb', 'direction': 260, 'speed': 3}, {'layer': '450mb', 'direction': 275, 'speed': 5}, {'layer': '400mb', 'direction': 270, 'speed': 5}, {'layer': '350mb', 'direction': 255, 'speed': 6}, {'layer': '300mb', 'direction': 255, 'speed': 6}, {'layer': '250mb', 'direction': 255, 'speed': 6}, {'layer': '200mb', 'direction': 260, 'speed': 6}]",35,-1,2,1004,rain,3,0,145,4,Australia
19,60,7,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 3}, {'layer': '900mb', 'rh': 3}, {'layer': '850mb', 'rh': 5}, {'layer': '800mb', 'rh': 7}, {'layer': '750mb', 'rh': 9}, {'layer': '700mb', 'rh': 11}, {'layer': '650mb', 'rh': 12}, {'layer': '600mb', 'rh': 14}, {'layer': '550mb', 'rh': 9}, {'layer': '500mb', 'rh': 10}, {'layer': '450mb', 'rh': 8}, {'layer': '400mb', 'rh': -1}, {'layer': '350mb', 'rh': -4}, {'layer': '300mb', 'rh': -4}, {'layer': '250mb', 'rh': -4}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': 115, 'speed': 5}, {'layer': '900mb', 'direction': 120, 'speed': 3}, {'layer': '850mb', 'direction': 105, 'speed': 3}, {'layer': '800mb', 'direction': 90, 'speed': 2}, {'layer': '750mb', 'direction': 120, 'speed': 2}, {'layer': '700mb', 'direction': 205, 'speed': 2}, {'layer': '650mb', 'direction': 195, 'speed': 3}, {'layer': '600mb', 'direction': 185, 'speed': 3}, {'layer': '550mb', 'direction': 210, 'speed': 2}, {'layer': '500mb', 'direction': 245, 'speed': 3}, {'layer': '450mb', 'direction': 270, 'speed': 5}, {'layer': '400mb', 'direction': 260, 'speed': 5}, {'layer': '350mb', 'direction': 260, 'speed': 6}, {'layer': '300mb', 'direction': 255, 'speed': 6}, {'layer': '250mb', 'direction': 255, 'speed': 6}, {'layer': '200mb', 'direction': 270, 'speed': 5}]",33,-1,4,1006,rain,3,0,135,3,Australia
20,63,8,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 4}, {'layer': '900mb', 'rh': 4}, {'layer': '850mb', 'rh': 4}, {'layer': '800mb', 'rh': 6}, {'layer': '750mb', 'rh': 10}, {'layer': '700mb', 'rh': 13}, {'layer': '650mb', 'rh': 15}, {'layer': '600mb', 'rh': 15}, {'layer': '550mb', 'rh': 6}, {'layer': '500mb', 'rh': 7}, {'layer': '450mb', 'rh': 14}, {'layer': '400mb', 'rh': 14}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -4}, {'layer': '250mb', 'rh': -4}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': 275, 'speed': 3}, {'layer': '900mb', 'direction': 105, 'speed': 2}, {'layer': '850mb', 'direction': 90, 'speed': 3}, {'layer': '800mb', 'direction': 90, 'speed': 3}, {'layer': '750mb', 'direction': 100, 'speed': 3}, {'layer': '700mb', 'direction': 125, 'speed': 3}, {'layer': '650mb', 'direction': 135, 'speed': 3}, {'layer': '600mb', 'direction': 130, 'speed': 4}, {'layer': '550mb', 'direction': 150, 'speed': 3}, {'layer': '500mb', 'direction': 235, 'speed': 4}, {'layer': '450mb', 'direction': 270, 'speed': 3}, {'layer': '400mb', 'direction': 280, 'speed': 5}, {'layer': '350mb', 'direction': 260, 'speed': 6}, {'layer': '300mb', 'direction': 260, 'speed': 6}, {'layer': '250mb', 'direction': 260, 'speed': 6}, {'layer': '200mb', 'direction': 275, 'speed': 6}]",30,-4,4,1006,none,3,0,285,3,Australia
21,66,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 5}, {'layer': '900mb', 'rh': 4}, {'layer': '850mb', 'rh': 5}, {'layer': '800mb', 'rh': 6}, {'layer': '750mb', 'rh': 9}, {'layer': '700mb', 'rh': 11}, {'layer': '650mb', 'rh': 12}, {'layer': '600mb', 'rh': 14}, {'layer': '550mb', 'rh': 5}, {'layer': '500mb', 'rh': 9}, {'layer': '450mb', 'rh': 15}, {'layer': '400mb', 'rh': 16}, {'layer': '350mb', 'rh': -4}, {'layer': '300mb', 'rh': -4}, {'layer': '250mb', 'rh': -4}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': 250, 'speed': 2}, {'layer': '900mb', 'direction': 125, 'speed': 2}, {'layer': '850mb', 'direction': 95, 'speed': 3}, {'layer': '800mb', 'direction': 90, 'speed': 4}, {'layer': '750mb', 'direction': 90, 'speed': 4}, {'layer': '700mb', 'direction': 90, 'speed': 4}, {'layer': '650mb', 'direction': 105, 'speed': 4}, {'layer': '600mb', 'direction': 145, 'speed': 3}, {'layer': '550mb', 'direction': 200, 'speed': 2}, {'layer': '500mb', 'direction': 195, 'speed': 4}, {'layer': '450mb', 'direction': 295, 'speed': 3}, {'layer': '400mb', 'direction': 285, 'speed': 4}, {'layer': '350mb', 'direction': 260, 'speed': 6}, {'layer': '300mb', 'direction': 260, 'speed': 6}, {'layer': '250mb', 'direction': 265, 'speed': 6}, {'layer': '200mb', 'direction': 280, 'speed': 6}]",30,-6,5,1005,none,3,0,345,2,Australia
22,69,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 5}, {'layer': '900mb', 'rh': 5}, {'layer': '850mb', 'rh': 5}, {'layer': '800mb', 'rh': 6}, {'layer': '750mb', 'rh': 9}, {'layer': '700mb', 'rh': 13}, {'layer': '650mb', 'rh': 15}, {'layer': '600mb', 'rh': 10}, {'layer': '550mb', 'rh': 5}, {'layer': '500mb', 'rh': 9}, {'layer': '450mb', 'rh': 11}, {'layer': '400mb', 'rh': 15}, {'layer': '350mb', 'rh': -1}, {'layer': '300mb', 'rh': -4}, {'layer': '250mb', 'rh': -4}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': 195, 'speed': 2}, {'layer': '900mb', 'direction': 165, 'speed': 3}, {'layer': '850mb', 'direction': 115, 'speed': 3}, {'layer': '800mb', 'direction': 100, 'speed': 4}, {'layer': '750mb', 'direction': 100, 'speed': 4}, {'layer': '700mb', 'direction': 110, 'speed': 4}, {'layer': '650mb', 'direction': 95, 'speed': 3}, {'layer': '600mb', 'direction': 110, 'speed': 2}, {'layer': '550mb', 'direction': 100, 'speed': 2}, {'layer': '500mb', 'direction': 200, 'speed': 3}, {'layer': '450mb', 'direction': 220, 'speed': 2}, {'layer': '400mb', 'direction': 240, 'speed': 3}, {'layer': '350mb', 'direction': 250, 'speed': 5}, {'layer': '300mb', 'direction': 260, 'speed': 6}, {'layer': '250mb', 'direction': 265, 'speed': 6}, {'layer': '200mb', 'direction': 275, 'speed': 6}]",30,-1,6,1007,rain,3,0,280,2,Australia
23,72,8,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 4}, {'layer': '900mb', 'rh': 3}, {'layer': '850mb', 'rh': 4}, {'layer': '800mb', 'rh': 5}, {'layer': '750mb', 'rh': 7}, {'layer': '700mb', 'rh': 9}, {'layer': '650mb', 'rh': 9}, {'layer': '600mb', 'rh': 11}, {'layer': '550mb', 'rh': 5}, {'layer': '500mb', 'rh': 3}, {'layer': '450mb', 'rh': 12}, {'layer': '400mb', 'rh': 16}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': -4}, {'layer': '250mb', 'rh': -4}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': 180, 'speed': 2}, {'layer': '900mb', 'direction': 105, 'speed': 2}, {'layer': '850mb', 'direction': 100, 'speed': 3}, {'layer': '800mb', 'direction': 105, 'speed': 3}, {'layer': '750mb', 'direction': 100, 'speed': 4}, {'layer': '700mb', 'direction': 100, 'speed': 4}, {'layer': '650mb', 'direction': 95, 'speed': 3}, {'layer': '600mb', 'direction': 85, 'speed': 3}, {'layer': '550mb', 'direction': 100, 'speed': 2}, {'layer': '500mb', 'direction': 165, 'speed': 3}, {'layer': '450mb', 'direction': 190, 'speed': 3}, {'layer': '400mb', 'direction': 285, 'speed': 3}, {'layer': '350mb', 'direction': 260, 'speed': 5}, {'layer': '300mb', 'direction': 260, 'speed': 7}, {'layer': '250mb', 'direction': 265, 'speed': 7}, {'layer': '200mb', 'direction': 270, 'speed': 7}]",33,-4,3,1007,rain,3,0,195,2,Australia
24,75,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 1}, {'layer': '900mb', 'rh': 3}, {'layer': '850mb', 'rh': 4}, {'layer': '800mb', 'rh': 6}, {'layer': '750mb', 'rh': 5}, {'layer': '700mb', 'rh': 7}, {'layer': '650mb', 'rh': 10}, {'layer': '600mb', 'rh': 11}, {'layer': '550mb', 'rh': 0}, {'layer': '500mb', 'rh': 0}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': 14}, {'layer': '350mb', 'rh': -4}, {'layer': '300mb', 'rh': -4}, {'layer': '250mb', 'rh': -4}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': 100, 'speed': 3}, {'layer': '900mb', 'direction': 105, 'speed': 3}, {'layer': '850mb', 'direction': 105, 'speed': 3}, {'layer': '800mb', 'direction': 105, 'speed': 3}, {'layer': '750mb', 'direction': 110, 'speed': 3}, {'layer': '700mb', 'direction': 115, 'speed': 4}, {'layer': '650mb', 'direction': 115, 'speed': 3}, {'layer': '600mb', 'direction': 115, 'speed': 3}, {'layer': '550mb', 'direction': 115, 'speed': 3}, {'layer': '500mb', 'direction': 135, 'speed': 3}, {'layer': '450mb', 'direction': 125, 'speed': 4}, {'layer': '400mb', 'direction': 305, 'speed': 3}, {'layer': '350mb', 'direction': 265, 'speed': 4}, {'layer': '300mb', 'direction': 265, 'speed': 6}, {'layer': '250mb', 'direction': 270, 'speed': 7}, {'layer': '200mb', 'direction': 270, 'speed': 7}]",37,-4,1,1005,none,3,0,110,3,Australia
25,78,6,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 0}, {'layer': '900mb', 'rh': 1}, {'layer': '850mb', 'rh': 2}, {'layer': '800mb', 'rh': 4}, {'layer': '750mb', 'rh': 6}, {'layer': '700mb', 'rh': 10}, {'layer': '650mb', 'rh': 12}, {'layer': '600mb', 'rh': 14}, {'layer': '550mb', 'rh': -1}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': 5}, {'layer': '350mb', 'rh': -4}, {'layer': '300mb', 'rh': -4}, {'layer': '250mb', 'rh': -4}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': 115, 'speed': 3}, {'layer': '900mb', 'direction': 120, 'speed': 3}, {'layer': '850mb', 'direction': 120, 'speed': 3}, {'layer': '800mb', 'direction': 125, 'speed': 3}, {'layer': '750mb', 'direction': 125, 'speed': 3}, {'layer': '700mb', 'direction': 130, 'speed': 3}, {'layer': '650mb', 'direction': 130, 'speed': 3}, {'layer': '600mb', 'direction': 125, 'speed': 3}, {'layer': '550mb', 'direction': 120, 'speed': 3}, {'layer': '500mb', 'direction': 105, 'speed': 3}, {'layer': '450mb', 'direction': 115, 'speed': 4}, {'layer': '400mb', 'direction': 250, 'speed': 3}, {'layer': '350mb', 'direction': 260, 'speed': 3}, {'layer': '300mb', 'direction': 270, 'speed': 6}, {'layer': '250mb', 'direction': 265, 'speed': 7}, {'layer': '200mb', 'direction': 265, 'speed': 7}]",39,-1,-1,1003,none,3,0,115,3,Australia
26,81,5,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 0}, {'layer': '900mb', 'rh': 1}, {'layer': '850mb', 'rh': 3}, {'layer': '800mb', 'rh': 5}, {'layer': '750mb', 'rh': 8}, {'layer': '700mb', 'rh': 11}, {'layer': '650mb', 'rh': 15}, {'layer': '600mb', 'rh': 15}, {'layer': '550mb', 'rh': 15}, {'layer': '500mb', 'rh': 2}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': -1}, {'layer': '350mb', 'rh': -4}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -3}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': 110, 'speed': 3}, {'layer': '900mb', 'direction': 105, 'speed': 4}, {'layer': '850mb', 'direction': 105, 'speed': 4}, {'layer': '800mb', 'direction': 105, 'speed': 3}, {'layer': '750mb', 'direction': 110, 'speed': 3}, {'layer': '700mb', 'direction': 120, 'speed': 3}, {'layer': '650mb', 'direction': 135, 'speed': 3}, {'layer': '600mb', 'direction': 100, 'speed': 3}, {'layer': '550mb', 'direction': 105, 'speed': 3}, {'layer': '500mb', 'direction': 115, 'speed': 3}, {'layer': '450mb', 'direction': 120, 'speed': 3}, {'layer': '400mb', 'direction': 190, 'speed': 3}, {'layer': '350mb', 'direction': 250, 'speed': 4}, {'layer': '300mb', 'direction': 265, 'speed': 5}, {'layer': '250mb', 'direction': 265, 'speed': 6}, {'layer': '200mb', 'direction': 265, 'speed': 7}]",36,-1,0,1003,rain,3,0,110,3,Australia
27,84,7,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 1}, {'layer': '900mb', 'rh': 2}, {'layer': '850mb', 'rh': 2}, {'layer': '800mb', 'rh': 3}, {'layer': '750mb', 'rh': 6}, {'layer': '700mb', 'rh': 9}, {'layer': '650mb', 'rh': 14}, {'layer': '600mb', 'rh': 15}, {'layer': '550mb', 'rh': 14}, {'layer': '500mb', 'rh': -3}, {'layer': '450mb', 'rh': -3}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -3}, {'layer': '300mb', 'rh': -2}, {'layer': '250mb', 'rh': -3}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': 80, 'speed': 3}, {'layer': '900mb', 'direction': 90, 'speed': 3}, {'layer': '850mb', 'direction': 110, 'speed': 4}, {'layer': '800mb', 'direction': 125, 'speed': 5}, {'layer': '750mb', 'direction': 130, 'speed': 5}, {'layer': '700mb', 'direction': 135, 'speed': 5}, {'layer': '650mb', 'direction': 135, 'speed': 5}, {'layer': '600mb', 'direction': 155, 'speed': 4}, {'layer': '550mb', 'direction': 130, 'speed': 2}, {'layer': '500mb', 'direction': 135, 'speed': 3}, {'layer': '450mb', 'direction': 130, 'speed': 3}, {'layer': '400mb', 'direction': 140, 'speed': 3}, {'layer': '350mb', 'direction': 250, 'speed': 3}, {'layer': '300mb', 'direction': 265, 'speed': 5}, {'layer': '250mb', 'direction': 255, 'speed': 6}, {'layer': '200mb', 'direction': 260, 'speed': 7}]",34,2,2,1004,rain,3,0,50,3,Australia
28,87,7,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 2}, {'layer': '900mb', 'rh': 3}, {'layer': '850mb', 'rh': 4}, {'layer': '800mb', 'rh': 7}, {'layer': '750mb', 'rh': 8}, {'layer': '700mb', 'rh': 7}, {'layer': '650mb', 'rh': 7}, {'layer': '600mb', 'rh': 8}, {'layer': '550mb', 'rh': 5}, {'layer': '500mb', 'rh': -2}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': -4}, {'layer': '300mb', 'rh': -3}, {'layer': '250mb', 'rh': -3}, {'layer': '200mb', 'rh': -3}]","[{'layer': '950mb', 'direction': 65, 'speed': 4}, {'layer': '900mb', 'direction': 75, 'speed': 4}, {'layer': '850mb', 'direction': 95, 'speed': 5}, {'layer': '800mb', 'direction': 110, 'speed': 5}, {'layer': '750mb', 'direction': 125, 'speed': 5}, {'layer': '700mb', 'direction': 150, 'speed': 4}, {'layer': '650mb', 'direction': 170, 'speed': 3}, {'layer': '600mb', 'direction': 130, 'speed': 3}, {'layer': '550mb', 'direction': 150, 'speed': 3}, {'layer': '500mb', 'direction': 135, 'speed': 3}, {'layer': '450mb', 'direction': 145, 'speed': 3}, {'layer': '400mb', 'direction': 135, 'speed': 3}, {'layer': '350mb', 'direction': 235, 'speed': 2}, {'layer': '300mb', 'direction': 255, 'speed': 5}, {'layer': '250mb', 'direction': 260, 'speed': 6}, {'layer': '200mb', 'direction': 270, 'speed': 7}]",33,-1,2,1005,none,3,0,70,3,Australia
